N,Area,Deviation
100,0.84,0.110656732836398
600,0.933333333333333,0.0118408142626647
1100,0.989090909090909,-0.0471920721580073
1600,0.9125,0.0338979389443017
2100,0.893333333333333,0.0541904936514077
2600,0.916923076923077,0.0292150417042003
3100,0.965161290322581,-0.0218567800896684
3600,0.903333333333333,0.0436030738042219
4100,0.980487804878049,-0.0380836045289428
4600,0.934782608695652,0.0103064055891595
5100,0.978823529411765,-0.0363215662186508
5600,0.947857142857143,-0.00353615265824788
6100,0.95672131147541,-0.012921020134032
6600,0.943636363636364,0.000932563511018847
7100,0.956619718309859,-0.012813459184303
7600,0.96,-0.0163923053298305
8100,0.956543209876543,-0.0127324564937663
8600,0.91953488372093,0.0264498121913396
9100,0.945494505494506,-0.00103472928775899
9600,0.929583333333333,0.0158110967053594
10100,0.918019801980198,0.0280538928405333
10600,0.953962264150943,-0.00999990089379393
11100,0.946666666666667,-0.00227574553358291
11600,0.955862068965517,-0.0120113040137538
12100,0.945785123966942,-0.00134241926606241
12600,0.943174603174603,0.0014214486987676
13100,0.939847328244275,0.00494417436220781
13600,0.961764705882353,-0.0182606735381575
14100,0.923404255319149,0.0223531460258279
14600,0.952876712328767,-0.00885058160306814
15100,0.934834437086093,0.0102515326961998
15600,0.922051282051282,0.0237855956287204
16100,0.952546583850932,-0.00850106072323255
16600,0.94433734939759,0.000190400454918134
17100,0.909707602339181,0.0368543675858404
17600,0.9825,-0.0402139999859985
18100,0.961546961325967,-0.0180301382343676
18600,0.943010752688172,0.00159492408796887
19100,0.926701570680628,0.0188621398157722
19600,0.918571428571429,0.0274698626085103
20100,0.93771144278607,0.00720552597135952
20600,0.953009708737864,-0.00899139048519586
21100,0.955829383886256,-0.0119766989480659
21600,0.925,0.0206636641353195
22100,0.932126696832579,0.013118330986307
22600,0.916991150442478,0.0291429694111629
23100,0.937142857142857,0.0078075114637368
23600,0.932542372881356,0.0126782373014252
24100,0.938921161825726,0.00592474563436175
24600,0.95609756097561,-0.0122606292919044
25100,0.954262948207171,-0.0103182477282578
25600,0.914375,0.0319127977229543
26100,0.94544061302682,-0.000977671069560147
26600,0.94796992481203,-0.00365555964900568
27100,0.961918819188192,-0.0184238397654529
27600,0.941304347826087,0.00340156655838623
28100,0.938505338078292,0.00636499569401348
28600,0.955384615384615,-0.0115058038618987
29100,0.94914089347079,-0.00489531333082471
29600,0.939594594594595,0.00521175408807545
30100,0.950033222591362,-0.00584005963496108
30600,0.927712418300654,0.0177919130002986
31100,0.94096463022508,0.00376123984551979
31600,0.937215189873418,0.00773092976502305
32100,0.942928348909657,0.0016821684279819
32600,0.950184049079755,-0.00599974597062987
33100,0.945135951661631,-0.000655113291113432
33600,0.946309523809524,-0.00189762339618345
34100,0.94791788856305,-0.00360046668748295
34600,0.925202312138728,0.0204494677800297
35100,0.957264957264957,-0.0134966007562414
35600,0.961910112359551,-0.0184146214804166
36100,0.960443213296399,-0.0168615538549136
36600,0.957704918032787,-0.0139624056927716
37100,0.943396226415094,0.00118680686927026
37600,0.946170212765957,-0.00175012894542479
38100,0.930603674540682,0.0147308186304005
38600,0.932538860103627,0.0126819564266898
39100,0.933196930946292,0.0119852291966417
39600,0.950909090909091,-0.00676737819602537
40100,0.934563591022444,0.0105382887951805
40600,0.949753694581281,-0.00554411159478311
41100,0.929829683698297,0.0155502752310217
41600,0.944807692307692,-0.000307571331221515
42100,0.947363420427553,-0.00301342799324427
42600,0.931361502347418,0.0139284745142224
43100,0.943201856148492,0.00139259483110329
43600,0.951559633027523,-0.00745613444963705
44100,0.951383219954648,-0.00726935852273169
44600,0.937219730941704,0.00772612194537277
45100,0.938270509977827,0.0066136180631673
45600,0.918684210526316,0.0273504556177526
46100,0.938741865509761,0.00611457417177906
46600,0.947725321888412,-0.00339658826418622
47100,0.95515923566879,-0.0112671848942502
47600,0.953781512605042,-0.00980853164334538
48100,0.939126819126819,0.00570700761523067
48600,0.941810699588477,0.00286547068850723
49100,0.942484725050917,0.00215185163265359
49600,0.939112903225806,0.00572174096388805
50100,0.965189620758483,-0.0218867747116036
50600,0.940632411067194,0.00411297421610231
51100,0.938160469667319,0.00673012235991357
51600,0.952248062015504,-0.00818500312270979
52100,0.934664107485605,0.0104318677954769
52600,0.932623574144487,0.0125922661149364
53100,0.944406779661017,0.000116891720018386
53600,0.945298507462687,-0.000827217942550105
54100,0.94550831792976,-0.00104935309287385
54600,0.942417582417582,0.00222293835752894
55100,0.957967332123412,-0.0142402345078981
55600,0.942661870503597,0.0019643003044986
56100,0.958930481283423,-0.0152599609611477
56600,0.94113074204947,0.00358537028288028
57100,0.939054290718038,0.00578379648669162
57600,0.939583333333333,0.00522367685817365
58100,0.947401032702238,-0.00305324968759312
58600,0.945119453924915,-0.000637646444598578
59100,0.944568527918782,-5.43579514323177e-05
59600,0.950134228187919,-0.00594699850072788
60100,0.946422628951747,-0.00201737255894281
60600,0.943036303630363,0.00156787223272211
61100,0.936104746317512,0.00890660297932028
61600,0.942532467532468,0.00210130466298085
62100,0.951626409017713,-0.00752683299402284
62600,0.933865814696486,0.0112770538874152
63100,0.947638668779715,-0.00330484497990204
63600,0.95062893081761,-0.00647076094473194
64100,0.944836193447738,-0.000337746684800135
64600,0.944705882352941,-0.000199780857664147
65100,0.951766513056836,-0.00767516702247032
65600,0.939573170731707,0.00523443643118907
66100,0.934704992435703,0.0103885811822641
66600,0.927387387387387,0.0181360368745049
67100,0.94193740685544,0.00273132038520531
67600,0.946508875739645,-0.00210868565433734
68100,0.953950073421439,-0.00998699405664337
68600,0.936326530612245,0.00867179063493565
69100,0.946685962373372,-0.00229617470839655
69600,0.938735632183908,0.00612117365556433
70100,0.946875891583452,-0.00249726073723302
70600,0.939660056657224,0.0051424466539637
71100,0.938059071729958,0.00683747661336173
71600,0.93854748603352,0.00632037188424385
72100,0.943411927877947,0.00117018307132639
72600,0.933278236914601,0.0118991471543848
73100,0.947578659370725,-0.00324131049912656
73600,0.950108695652174,-0.00591996613315774
74100,0.952388663967611,-0.00833386431253942
74600,0.943538873994638,0.00103577988778882
75100,0.942423435419441,0.00221674153872493
75600,0.943333333333333,0.00125339441547896
76100,0.955847568988173,-0.0119959522789624
76600,0.952793733681462,-0.00876272862533119
77100,0.954811932555123,-0.0108994805063879
77600,0.92680412371134,0.0187535626164973
78100,0.939206145966709,0.00562302095932387
78600,0.931857506361323,0.013403334240112
79100,0.940884955752212,0.0038455945550554
79600,0.934572864321608,0.0105284707640186
80100,0.949263420724095,-0.00502503807817046
80600,0.941935483870968,0.00273335632960177
81100,0.944907521578298,-0.000413264771315954
81600,0.940980392156863,0.00374455202658146
82100,0.943337393422655,0.00124909582845209
82600,0.93680387409201,0.00816640705177699
83100,0.947148014440433,-0.00278536863092034
83600,0.945071770334928,-0.000587161825897856
84100,0.94615933412604,-0.00173861127260803
84600,0.945815602836879,-0.00137468852531185
85100,0.943877790834313,0.000676954400297331
85600,0.944579439252336,-6.59102383759326e-05
86100,0.943461091753775,0.0011181312118564
86600,0.943233256351039,0.00135935011833765
87100,0.940941446613088,0.00378578530889308
87600,0.949223744292237,-0.00498303097395918
88100,0.951872871736663,-0.00778777342224264
88600,0.938690744920993,0.00616869768539138
89100,0.955914702581369,-0.0120670294326638
89600,0.9434375,0.00114310879207076
90100,0.947214206437292,-0.00285544887704706
90600,0.943973509933775,0.000575612570957177
91100,0.945905598243688,-0.00146997044093212
91600,0.948122270742358,-0.00381685468164492
92100,0.954527687296417,-0.0105985381170383
92600,0.944708423326134,-0.00020247109266535
93100,0.952696025778733,-0.0086592811664726
93600,0.946709401709402,-0.0023209909175452
94100,0.943294367693943,0.00129464897386337
94600,0.94723044397463,-0.0028726402395554
95100,0.943596214511041,0.000975071075647585
95600,0.942008368200837,0.0026561906295413
96100,0.952424557752341,-0.00837186656942353
96600,0.939958592132505,0.0048263746123553
97100,0.944510813594233,6.74662708742563e-06
97600,0.939754098360656,0.00504288075422583
98100,0.942670744138634,0.00195490541452799
98600,0.946450304259635,-0.00204667356934355
99100,0.949828456104944,-0.0056232647587274
99600,0.941767068273092,0.00291166499395381